   53/1099     2.18G   0.03034   0.01472  0.005045   0.05011        15       640    0.9494    0.9546    0.9926    0.7678   0.02157  0.009582  0.004817
   54/1099     2.18G   0.02768   0.01541  0.005162   0.04825        10       640    0.9798     0.971    0.9954    0.7753   0.02141  0.008731     0.004
   55/1099     2.18G   0.02721   0.01402  0.004459   0.04569        23       640    0.9742    0.9999    0.9955    0.7573   0.02311  0.008548  0.003036
   56/1099     2.18G   0.02671   0.01526  0.004807   0.04678        37       640    0.9801    0.9999    0.9955    0.7958   0.01922  0.008018  0.002846
   57/1099     2.18G   0.02628    0.0128   0.00434   0.04342        19       640    0.9856    0.9804    0.9954    0.7852   0.02106  0.008185  0.003379
   58/1099     2.18G   0.02616   0.01388   0.00403   0.04407        26       640    0.9778    0.9871    0.9955    0.7777   0.02077  0.008124  0.002911
   59/1099     2.18G   0.02624   0.01328  0.004263   0.04379        18       640    0.9768         1    0.9955    0.7392   0.02298  0.008563  0.002725
   60/1099     2.18G   0.02757   0.01343  0.004683   0.04568        10       640    0.9731    0.9934    0.9955    0.7584    0.0219  0.008256  0.002993
   61/1099     2.18G   0.02755   0.01477  0.004229   0.04655        11       640     0.978         1    0.9955    0.7332   0.02122   0.00845  0.002757
   62/1099     2.18G   0.02592   0.01291  0.003727   0.04256         6       640    0.9938    0.9759    0.9955    0.7579   0.02079  0.008637   0.00336
   63/1099     2.18G   0.02674   0.01387  0.003954   0.04457        34       640    0.9861    0.9682    0.9955    0.8086   0.01879  0.008273  0.004375
   64/1099     2.18G   0.02532   0.01383  0.004051    0.0432        33       640    0.9729    0.9785    0.9955    0.7033   0.02415    0.0087  0.003783
   65/1099     2.18G   0.02658   0.01373  0.004435   0.04474         7       640    0.9817     0.967    0.9955    0.8023   0.01874   0.00826   0.00368
   66/1099     2.18G   0.02544   0.01345  0.003917   0.04281        33       640    0.9864    0.9643    0.9955    0.8068   0.01872  0.007976  0.003115
   67/1099     2.18G   0.02595   0.01361  0.003749   0.04331        12       640    0.9813         1    0.9954    0.7745   0.02056  0.008037  0.002442
   68/1099     2.18G   0.02586   0.01413  0.003659   0.04366        11       640    0.9904    0.9936    0.9955    0.7581   0.02212  0.008255  0.002373
   69/1099     2.18G   0.02592    0.0136  0.003535   0.04305        15       640    0.9928    0.9639    0.9955    0.7737   0.01913  0.007858  0.003202
   70/1099     2.18G   0.02462   0.01359  0.003863   0.04208        16       640     0.989    0.9918    0.9955    0.8156    0.0177  0.008086  0.002723
   71/1099     2.18G   0.02426   0.01283  0.003465   0.04056        12       640     0.991    0.9929    0.9954    0.7555   0.02118  0.008099  0.002242
   72/1099     2.18G   0.02442   0.01341  0.003833   0.04167        30       640    0.9861    0.9966    0.9955    0.7518   0.02062  0.008268  0.002608
   73/1099     2.18G   0.02511   0.01371  0.004226   0.04305         8       640    0.9736    0.9834    0.9955    0.8141   0.01773  0.007801  0.002889
   74/1099     2.18G   0.02337   0.01248  0.003522   0.03937        35       640    0.9891    0.9627    0.9955    0.7868    0.0201  0.008155   0.00348
   75/1099     2.18G   0.02297   0.01305  0.003616   0.03964        20       640    0.9745    0.9729    0.9955    0.7742    0.0206  0.007744  0.003733
   76/1099     2.18G   0.02261   0.01312  0.003299   0.03902        17       640    0.9751    0.9694    0.9955    0.8153   0.01809  0.007436  0.004094
   77/1099     2.18G   0.02531   0.01438  0.003421   0.04311        27       640    0.9838    0.9819    0.9954    0.7969   0.01863  0.007677  0.003253
   78/1099     2.18G   0.02439    0.0128  0.003795   0.04099        16       640    0.9948    0.9923    0.9955    0.8077   0.01828  0.008096  0.002493
   79/1099     2.18G   0.02371   0.01416  0.003648   0.04152        40       640    0.9748    0.9649    0.9955    0.8305    0.0167  0.007406  0.004967
   80/1099     2.18G   0.02351   0.01236  0.003496   0.03937        15       640    0.9725    0.9644    0.9955    0.7936   0.01882  0.007847  0.004007
   81/1099     2.18G   0.02385   0.01266   0.00309    0.0396        22       640    0.9937    0.9911    0.9955    0.7954   0.01744  0.007918    0.0021
   82/1099     2.18G   0.02424   0.01351  0.003078   0.04082        17       640    0.9876    0.9919    0.9955    0.7992     0.018  0.007522  0.002654
   83/1099     2.18G   0.02307   0.01304  0.002948   0.03906        21       640      0.99    0.9947    0.9955    0.8153    0.0182  0.007869  0.001864
   84/1099     2.18G   0.02188   0.01071  0.003147   0.03574        12       640    0.9895    0.9809    0.9955    0.8261   0.01716  0.007384  0.002222
   85/1099     2.18G   0.02303   0.01271  0.003289   0.03903        21       640    0.9805    0.9741    0.9955    0.8225   0.01682  0.007487  0.002875
   86/1099     2.18G   0.02367   0.01269  0.002978   0.03933        10       640    0.9943    0.9663    0.9955    0.7823   0.01972  0.007754  0.002447
   87/1099     2.18G   0.02339    0.0122  0.003013   0.03861        20       640    0.9845    0.9999    0.9955    0.8005   0.01811  0.007868  0.002011
   88/1099     2.18G   0.02356   0.01365  0.003125   0.04034        15       640    0.9736    0.9947    0.9955    0.8023   0.01884  0.007745  0.002367
   89/1099     2.18G   0.02412   0.01247   0.00354   0.04014        19       640    0.9886    0.9999    0.9955    0.8139   0.01753  0.007901  0.002041
   90/1099     2.18G   0.02329   0.01263  0.003472   0.03939        24       640     0.989     0.985    0.9955     0.815   0.01834  0.007782  0.002591
   91/1099     2.18G   0.02233   0.01342   0.00334   0.03909        38       640    0.9866    0.9938    0.9955    0.8126   0.01764  0.007874  0.002173
   92/1099     2.18G   0.02197   0.01311  0.002906   0.03799        31       640    0.9958    0.9947    0.9955    0.8112   0.01765  0.007847  0.001815
   93/1099     2.18G   0.02153   0.01252  0.002569   0.03661        14       640    0.9972    0.9922    0.9955    0.8146   0.01779   0.00768   0.00177
   94/1099     2.18G   0.02246   0.01265   0.00286   0.03797        10       640    0.9903    0.9999    0.9955    0.8417   0.01734   0.00791   0.00176
   95/1099     2.18G   0.02115   0.01235  0.002573   0.03607        14       640    0.9916         1    0.9955    0.8025     0.019  0.007774   0.00172
   96/1099     2.18G   0.02152   0.01244  0.002921   0.03688        13       640    0.9869    0.9999    0.9955    0.8001   0.01853  0.007695  0.001771
   97/1099     2.18G    0.0236   0.01325  0.002676   0.03953        35       640    0.9863         1    0.9955    0.7889   0.01818  0.007459  0.001894
   98/1099     2.18G   0.02298   0.01237   0.00274   0.03809        11       640    0.9878         1    0.9955    0.8198   0.01857  0.007671  0.001889
   99/1099     2.18G   0.02089   0.01223  0.002683    0.0358        10       640    0.9806    0.9756    0.9955    0.8265    0.0168  0.007707  0.002356
  100/1099     2.18G   0.02368   0.01298  0.002788   0.03946        39       640    0.9843    0.9718    0.9955    0.8178   0.01629  0.007796  0.002717
  101/1099     2.18G   0.02189   0.01282  0.002913   0.03762        35       640     0.994         1    0.9955    0.8326   0.01626  0.007671  0.001818
  102/1099     2.18G   0.02209   0.01375  0.002761   0.03861        29       640    0.9877    0.9999    0.9956    0.8253   0.01768  0.007866  0.001836
  103/1099     2.18G    0.0214   0.01337  0.003102   0.03787        42       640    0.9902    0.9997    0.9955    0.8002   0.01817  0.007715  0.001731
  104/1099     2.18G   0.02075   0.01251  0.002846   0.03611        17       640    0.9929    0.9961    0.9955    0.8014   0.01865  0.008058   0.00176
  105/1099     2.18G    0.0235   0.01388  0.003017    0.0404        44       640    0.9915    0.9971    0.9955    0.8091   0.01742  0.008348  0.001697
  106/1099     2.18G   0.02195   0.01168  0.002426   0.03606        12       640    0.9948         1    0.9955    0.7902   0.01842  0.008239  0.001658
  107/1099     2.18G   0.02256   0.01361  0.002549   0.03872        16       640     0.991     0.995    0.9955    0.8103   0.01803  0.008291  0.001671
  108/1099     2.18G   0.02144    0.0133  0.002935   0.03767        11       640    0.9865    0.9758    0.9955    0.8293   0.01669  0.007915  0.002235
  109/1099     2.18G    0.0225   0.01262  0.002913   0.03803        13       640    0.9862    0.9928    0.9956    0.8142   0.01694  0.007715  0.002285
  110/1099     2.18G   0.02078   0.01189  0.002834    0.0355        12       640    0.9875         1    0.9955    0.8195   0.01727  0.007383  0.001721
  111/1099     2.18G   0.02089   0.01274  0.003009   0.03664        34       640    0.9861    0.9744    0.9955    0.7963   0.01802  0.007505  0.002736
  112/1099     2.18G    0.0222   0.01192  0.002586   0.03671        14       640    0.9898    0.9999    0.9955    0.7829   0.01946  0.007573  0.001743
  113/1099     2.18G   0.02049   0.01142  0.002496    0.0344        11       640    0.9928    0.9935    0.9955    0.7979   0.01842  0.007817   0.00167
  114/1099     2.18G   0.02032   0.01124  0.002636    0.0342         9       640    0.9927         1    0.9955    0.8208   0.01709  0.007927  0.001585
  115/1099     2.18G   0.02019   0.01154  0.002375    0.0341        25       640    0.9933    0.9999    0.9955    0.8347   0.01661  0.007634  0.001509
  116/1099     2.18G   0.02075   0.01218  0.002872    0.0358        32       640    0.9889    0.9999    0.9955    0.7928   0.01739    0.0079  0.001614
  117/1099     2.18G   0.02268   0.01371  0.002884   0.03927        16       640    0.9929         1    0.9955     0.833   0.01672  0.007798  0.001634
  118/1099     2.18G   0.02255    0.0134  0.002595   0.03854        17       640    0.9931    0.9919    0.9955    0.7967   0.01837  0.008084  0.001572
  119/1099     2.18G   0.02055   0.01218  0.002058   0.03479        17       640    0.9923    0.9957    0.9955    0.8402   0.01656  0.007521  0.001435
  120/1099     2.18G   0.02045   0.01189  0.002139   0.03447        18       640    0.9847         1    0.9955    0.8279   0.01592   0.00742  0.001652
  121/1099     2.18G   0.02039   0.01194  0.002629   0.03497        45       640    0.9758    0.9921    0.9955    0.8287    0.0165  0.007478  0.001911
  122/1099     2.18G   0.01961   0.01061  0.004426   0.03466         8       640    0.9879    0.9794    0.9955    0.8129   0.01665  0.007617  0.002005
  123/1099     2.18G   0.01931   0.01092  0.002931   0.03316        11       640    0.9925         1    0.9956     0.834   0.01661  0.007636  0.001655
  124/1099     2.18G   0.02181   0.01316  0.002342   0.03731        18       640      0.99         1    0.9955    0.8275   0.01613  0.007685  0.001605
  125/1099     2.18G   0.02147   0.01325  0.002561   0.03727        21       640    0.9871    0.9999    0.9956    0.8204   0.01649  0.007928  0.001634
  126/1099     2.18G   0.02202   0.01254   0.00251   0.03706        20       640    0.9841         1    0.9956    0.8285   0.01768  0.008118  0.001583
  127/1099     2.18G   0.01946   0.01196  0.002275    0.0337         6       640    0.9934         1    0.9955    0.8225   0.01626  0.007723   0.00154
  128/1099     2.18G   0.01921   0.01209  0.002247   0.03354        23       640     0.996         1    0.9955    0.8348   0.01616   0.00741  0.001456
  129/1099     2.18G   0.02042   0.01225  0.002638   0.03531        42       640    0.9916         1    0.9955    0.8071   0.01681  0.007569  0.001451
  130/1099     2.18G   0.02007   0.01146  0.002508   0.03404        21       640    0.9899    0.9999    0.9955     0.833   0.01645  0.007053  0.001562
  131/1099     2.18G   0.01959   0.01145  0.002272   0.03332        32       640    0.9866    0.9826    0.9955    0.7934   0.01729  0.007539  0.001731
  132/1099     2.18G   0.02058   0.01246  0.002441   0.03548        30       640    0.9929    0.9715    0.9956     0.785   0.01845   0.00796  0.002781
  133/1099     2.18G   0.02001   0.01193  0.002871   0.03481        22       640    0.9756    0.9712    0.9955    0.8277   0.01653  0.007632  0.003855
  134/1099     2.18G   0.01934   0.01219  0.002449   0.03397        25       640    0.9943    0.9703    0.9955    0.8109    0.0168  0.008076   0.00279
  135/1099     2.18G   0.01936   0.01122  0.002666   0.03325         8       640    0.9889    0.9766    0.9955    0.8329   0.01626   0.00772  0.001777
  136/1099     2.18G   0.02035   0.01277  0.002172    0.0353        34       640    0.9875         1    0.9955    0.8341   0.01597  0.007398  0.001352
  137/1099     2.18G   0.02081    0.0125  0.002152   0.03546        22       640    0.9958         1    0.9955    0.8371   0.01614  0.007415  0.001363
  138/1099     2.18G   0.01985   0.01216  0.002382   0.03439         6       640     0.995         1    0.9955    0.8117   0.01694  0.007361  0.001336
  139/1099     2.18G   0.01975   0.01217  0.002156   0.03408         8       640    0.9929         1    0.9955    0.8167   0.01632  0.007274  0.001314
  140/1099     2.18G   0.02024   0.01126  0.002376   0.03388        13       640    0.9858    0.9988    0.9955    0.7893   0.01786  0.007671  0.001392
  141/1099     2.18G   0.02055   0.01172  0.002291   0.03456        43       640    0.9851    0.9959    0.9955    0.8218   0.01597  0.007196  0.001959
  142/1099     2.18G   0.01988   0.01207  0.002111   0.03406        35       640     0.991         1    0.9955    0.8174   0.01706  0.007316  0.001331
  143/1099     2.18G   0.01921   0.01081  0.002388   0.03241        16       640    0.9943    0.9763    0.9956    0.8258   0.01657  0.007321   0.00162
  144/1099     2.18G   0.02001   0.01252  0.002327   0.03485        13       640    0.9895         1    0.9955    0.8437   0.01533   0.00728  0.001495
  145/1099     2.18G   0.02129   0.01115  0.002414   0.03485        13       640    0.9928         1    0.9955    0.8117    0.0168  0.007663  0.001468
  146/1099     2.18G   0.02022   0.01233  0.002085   0.03463        18       640     0.993         1    0.9955    0.8153   0.01631  0.007419  0.001324
  147/1099     2.18G   0.01951   0.01092  0.002301   0.03273         8       640    0.9957         1    0.9955    0.7962   0.01797  0.007682  0.001307
  148/1099     2.18G   0.01918    0.0115   0.00223   0.03291        23       640    0.9931         1    0.9955    0.8071   0.01683  0.007559  0.001243
  149/1099     2.18G   0.02039   0.01265  0.002304   0.03534        31       640    0.9946         1    0.9954    0.8184    0.0175  0.007878  0.001296
  150/1099     2.18G   0.01968    0.0122  0.002114     0.034        26       640    0.9965         1    0.9955    0.8149   0.01702   0.00737  0.001279
  151/1099     2.18G   0.01772    0.0108  0.002543   0.03106        15       640    0.9933     0.973    0.9954    0.8049   0.01561  0.007445  0.001911
  152/1099     2.18G   0.01896   0.01056  0.002042   0.03157        11       640    0.9852         1    0.9956    0.8081   0.01674  0.007334   0.00145
  153/1099     2.18G   0.01953   0.01112  0.002188   0.03284         8       640    0.9891    0.9999    0.9956    0.8087   0.01718   0.00728  0.001394
  154/1099     2.18G   0.02009    0.0123  0.001853   0.03424        33       640     0.991    0.9999    0.9956    0.8182   0.01682  0.007283  0.001374
  155/1099     2.18G   0.01808    0.0111  0.001803   0.03099        44       640    0.9809         1    0.9955    0.8241   0.01681  0.007337  0.001341
  156/1099     2.18G   0.01941   0.01209  0.002399    0.0339        17       640    0.9943    0.9999    0.9955    0.8169   0.01644  0.007454  0.001343
  157/1099     2.18G   0.01937   0.01109  0.002412   0.03287         9       640    0.9962    0.9922    0.9955    0.8148   0.01689  0.007591  0.001311
  158/1099     2.18G   0.01933   0.01232  0.002298   0.03394        41       640    0.9905    0.9999    0.9955    0.8277   0.01687  0.007593  0.001253
  159/1099     2.18G   0.01838   0.01093  0.002009   0.03132         8       640    0.9945         1    0.9955    0.8232   0.01676  0.007484   0.00121
  160/1099     2.18G   0.01954   0.01213  0.002209   0.03388        25       640    0.9959    0.9999    0.9955    0.8104   0.01793  0.007616  0.001249
  161/1099     2.18G   0.02028   0.01039  0.002041   0.03272         9       640    0.9959    0.9999    0.9955     0.815   0.01627  0.007589  0.001317
  162/1099     2.18G   0.01972   0.01192  0.002054    0.0337        34       640    0.9927         1    0.9955     0.817    0.0169  0.007492  0.001643
  163/1099     2.18G   0.01863   0.01062  0.002023   0.03128        14       640    0.9972    0.9718    0.9955    0.8157   0.01725  0.007826   0.00283
  164/1099     2.18G   0.01853   0.01192  0.001744    0.0322        22       640    0.9779    0.9705    0.9955    0.8316   0.01625  0.007363   0.00337
  165/1099     2.18G   0.01969   0.01211  0.001959   0.03376        13       640     0.991    0.9702    0.9955    0.8308   0.01656  0.007485  0.002197
  166/1099     2.18G   0.01868   0.01147  0.001856     0.032        48       640     0.971         1    0.9955    0.8221   0.01591  0.007594  0.001429
  167/1099     2.18G   0.01962   0.01201  0.001918   0.03355        44       640    0.9727         1    0.9955    0.7893   0.01779  0.007611  0.001401
  168/1099     2.18G   0.01968   0.01062  0.001961   0.03226        11       640     0.979    0.9999    0.9955    0.7896   0.01669  0.007436  0.001389
  169/1099     2.18G   0.01798   0.01115  0.002028   0.03116        45       640    0.9934         1    0.9954    0.8209   0.01621  0.007779  0.001265
  170/1099     2.18G   0.01895   0.01125  0.001803     0.032        31       640    0.9919         1    0.9955    0.8357   0.01595  0.007412  0.001208
  171/1099     2.18G   0.01851   0.01107    0.0017   0.03128        14       640    0.9964         1    0.9955    0.8165   0.01564  0.007192  0.001168
  172/1099     2.18G   0.01785   0.01122  0.001792   0.03086        16       640    0.9894         1    0.9956    0.8203   0.01708  0.007347  0.001262
  173/1099     2.18G    0.0209   0.01194  0.001965   0.03481         8       640     0.974    0.9972    0.9955    0.8245   0.01681   0.00737  0.001402
  174/1099     2.18G   0.01861   0.01198  0.002751   0.03334         6       640    0.9935    0.9999    0.9955    0.8199   0.01719  0.007099  0.001324
  175/1099     2.18G   0.01773   0.01053   0.00214    0.0304        17       640    0.9925     0.995    0.9955    0.8336   0.01556  0.007097  0.001271
  176/1099     2.18G    0.0183   0.01089  0.002301   0.03149        17       640    0.9915         1    0.9955    0.8319   0.01585  0.007364  0.001225
  177/1099     2.18G   0.01949   0.01208  0.002138   0.03371        31       640    0.9891    0.9999    0.9955    0.8226   0.01598  0.007257  0.001209
  178/1099     2.18G   0.01878   0.01086  0.001995   0.03163        16       640    0.9909    0.9692    0.9955    0.8217   0.01595  0.007399  0.002253
  179/1099     2.18G   0.01723   0.01108  0.002016   0.03033        39       640    0.9935    0.9999    0.9955    0.8201   0.01642  0.007488  0.001161
  180/1099     2.18G   0.01868   0.01054  0.002193   0.03142        30       640    0.9963         1    0.9956    0.8055   0.01753  0.007285  0.001216
  181/1099     2.18G   0.01971   0.01181  0.001978    0.0335        20       640    0.9913         1    0.9955    0.8362   0.01557  0.007158  0.001242
  182/1099     2.18G   0.01832   0.01038  0.002037   0.03074        30       640    0.9906    0.9999    0.9955    0.8254   0.01576  0.007172  0.001174
  183/1099     2.18G   0.01743   0.01054   0.00188   0.02986        11       640    0.9905         1    0.9955    0.8346    0.0165  0.007087  0.001137
  184/1099     2.18G   0.01735  0.009876  0.001936   0.02916        24       640     0.988    0.9999    0.9955    0.8417   0.01544  0.007285  0.001149
  185/1099     2.18G   0.01849   0.01043  0.002449   0.03137         8       640    0.9916         1    0.9956    0.8442   0.01604  0.006822  0.001149
  186/1099     2.18G   0.01821   0.01085   0.00213   0.03119        15       640    0.9857    0.9999    0.9955    0.8306   0.01578  0.007009  0.001247
  187/1099     2.18G   0.01728   0.01072  0.002333   0.03034        19       640    0.9655    0.9622    0.9818    0.8041   0.01557  0.007526  0.004349
  188/1099     2.18G   0.01761   0.01063  0.002063   0.03031        24       640    0.9839    0.9875    0.9955    0.8026   0.01642  0.007509  0.001405
  189/1099     2.18G   0.02044   0.01186  0.002298    0.0346        20       640    0.9894    0.9998    0.9956    0.8172   0.01669  0.007363  0.001413
  190/1099     2.18G   0.01777    0.0111  0.001963   0.03083        28       640    0.9934         1    0.9956    0.8194   0.01585  0.006956  0.001142
  191/1099     2.18G   0.01835   0.01049   0.00168   0.03052        10       640    0.9826    0.9764    0.9955    0.8321   0.01567  0.007284  0.001794
  192/1099     2.18G   0.01749   0.01102  0.002099   0.03061        32       640    0.9753    0.9686    0.9658     0.818   0.01599  0.007626  0.003909
  193/1099     2.18G   0.01911   0.01019  0.002745   0.03205        10       640     0.969    0.9748    0.9926    0.8293   0.01571   0.00761  0.003277
  194/1099     2.18G   0.01806   0.01116  0.002137   0.03136        12       640     0.984    0.9887    0.9955    0.8346    0.0152  0.007361  0.002368
  195/1099     2.18G   0.01762   0.01076  0.002346   0.03073        17       640    0.9916         1    0.9955     0.835   0.01532  0.007209  0.001306
  196/1099     2.18G   0.01746   0.01126  0.001882    0.0306        11       640    0.9882    0.9999    0.9955    0.8206   0.01602  0.007559  0.001051
  197/1099     2.18G   0.01759   0.01121  0.001856   0.03065        17       640     0.996         1    0.9955     0.786   0.01731  0.007708  0.001101
  198/1099     2.18G   0.01789  0.009964  0.001854   0.02971        19       640    0.9948         1    0.9955    0.8282   0.01641  0.007248  0.001125
  199/1099     2.18G   0.01752   0.01096  0.002938   0.03142         8       640    0.9901    0.9999    0.9955    0.8108   0.01671  0.007181  0.001243
  200/1099     2.18G   0.01701    0.0101  0.001858   0.02896        21       640    0.9863         1    0.9955    0.8171   0.01633  0.007136  0.001206
  201/1099     2.18G    0.0185   0.01119   0.00175   0.03144        24       640    0.9896         1    0.9955    0.8383   0.01577  0.006773  0.001108
  202/1099     2.18G   0.01759   0.01071  0.001981   0.03028        29       640    0.9929         1    0.9955    0.8149   0.01626  0.006589  0.001173
